Chromosome,Start,B
2L,8742001,0.852084
2L,8743001,0.852004
2L,8744001,0.851866
2L,8745001,0.851671
2L,8746001,0.851418
2L,8747001,0.851106
2L,8748001,0.850734
2L,8749001,0.850300
2L,8750001,0.849802
2L,8751001,0.849238
2L,8752001,0.848652
2L,8753001,0.848278
2L,8754001,0.847959
2L,8755001,0.847566
2L,8756001,0.847099
2L,8757001,0.846556
2L,8758001,0.845935
2L,8759001,0.845234
2L,8760001,0.848020
2L,8761001,0.846614
2L,8762001,0.845047
2L,8763001,0.843303
2L,8764001,0.841367
2L,8765001,0.839245
2L,8766001,0.837306
2L,8767001,0.835813
2L,8768001,0.834725
2L,8769001,0.833820
2L,8770001,0.833186
2L,8771001,0.832949
2L,8772001,0.833044
2L,8773001,0.833197
2L,8774001,0.833656
2L,8775001,0.834509
2L,8776001,0.835672
2L,8777001,0.836729
2L,8778001,0.837762
2L,8779001,0.839204
2L,8780001,0.845144
2L,8781001,0.847247
2L,8782001,0.849395
2L,8783001,0.851587
2L,8784001,0.853618
2L,8785001,0.855496
2L,8786001,0.857237
2L,8787001,0.858854
2L,8788001,0.860358
2L,8789001,0.861759
2L,8790001,0.863066
2L,8791001,0.864287
2L,8792001,0.865429
2L,8793001,0.866497
2L,8794001,0.867497
2L,8795001,0.868434
2L,8796001,0.869312
2L,8797001,0.870135
2L,8798001,0.870906
2L,8799001,0.871627
2L,8800001,0.874792
2L,8801001,0.875362
2L,8802001,0.875889
2L,8803001,0.876375
2L,8804001,0.876821
2L,8805001,0.877228
2L,8806001,0.877598
2L,8807001,0.877931
2L,8808001,0.878228
2L,8809001,0.878489
2L,8810001,0.878715
2L,8811001,0.878905
2L,8812001,0.879060
2L,8813001,0.879178
2L,8814001,0.879259
2L,8815001,0.879302
2L,8816001,0.879306
2L,8817001,0.879269
2L,8818001,0.879189
2L,8819001,0.879063
2L,8820001,0.880547
2L,8821001,0.880305
2L,8822001,0.880007
2L,8823001,0.879647
2L,8824001,0.879220
2L,8825001,0.878718
2L,8826001,0.878149
2L,8827001,0.877884
2L,8828001,0.878287
2L,8829001,0.879146
2L,8830001,0.879982
2L,8831001,0.880742
2L,8832001,0.881434
2L,8833001,0.882065
2L,8834001,0.882640
2L,8835001,0.883165
2L,8836001,0.883643
2L,8837001,0.884079
2L,8838001,0.884475
2L,8839001,0.884833
2L,8840001,0.887471
2L,8841001,0.887620
2L,8842001,0.887725
2L,8843001,0.887789
2L,8844001,0.887813
2L,8845001,0.887799
2L,8846001,0.887746
2L,8847001,0.887654
2L,8848001,0.887524
2L,8849001,0.887354
2L,8850001,0.887143
2L,8851001,0.886889
2L,8852001,0.886589
2L,8853001,0.886242
2L,8854001,0.885842
2L,8855001,0.885386
2L,8856001,0.884868
2L,8857001,0.884282
2L,8858001,0.883620
2L,8859001,0.882873
2L,8860001,0.883375
2L,8861001,0.882097
2L,8862001,0.880628
2L,8863001,0.879253
2L,8864001,0.878537
2L,8865001,0.878426
2L,8866001,0.878915
2L,8867001,0.880043
2L,8868001,0.881528
2L,8869001,0.882851
2L,8870001,0.884004
2L,8871001,0.885012
2L,8872001,0.885897
2L,8873001,0.886676
2L,8874001,0.887363
2L,8875001,0.887967
2L,8876001,0.888500
2L,8877001,0.888968
2L,8878001,0.889378
2L,8879001,0.889734
2L,8880001,0.889397
2L,8881001,0.889596
2L,8882001,0.889751
2L,8883001,0.889864
2L,8884001,0.889936
2L,8885001,0.889968
2L,8886001,0.889962
2L,8887001,0.889915
2L,8888001,0.889829
2L,8889001,0.889702
2L,8890001,0.889530
2L,8891001,0.889329
2L,8892001,0.889310
2L,8893001,0.889325
2L,8894001,0.889296
2L,8895001,0.889225
2L,8896001,0.889114
2L,8897001,0.888966
2L,8898001,0.888781
2L,8899001,0.888560
2L,8900001,0.886353
2L,8901001,0.885861
2L,8902001,0.885326
2L,8903001,0.884748
2L,8904001,0.884124
2L,8905001,0.883451
2L,8906001,0.882728
2L,8907001,0.881951
2L,8908001,0.881115
2L,8909001,0.880218
2L,8910001,0.879253
2L,8911001,0.878214
2L,8912001,0.877095
2L,8913001,0.875886
2L,8914001,0.874580
2L,8915001,0.873164
2L,8916001,0.871766
2L,8917001,0.870346
2L,8918001,0.868780
2L,8919001,0.867053
2L,8920001,0.863590
2L,8921001,0.861355
2L,8922001,0.858887
2L,8923001,0.856349
2L,8924001,0.853883
2L,8925001,0.851178
2L,8926001,0.848825
2L,8927001,0.847066
2L,8928001,0.845583
2L,8929001,0.844426
2L,8930001,0.843739
2L,8931001,0.843251
2L,8932001,0.843002
2L,8933001,0.842582
2L,8934001,0.841843
2L,8935001,0.840835
2L,8936001,0.839979
2L,8937001,0.838818
2L,8938001,0.837295
2L,8939001,0.835701
2L,8940001,0.832733
2L,8941001,0.832002
2L,8942001,0.831475
2L,8943001,0.831045
2L,8944001,0.830668
2L,8945001,0.830597
2L,8946001,0.830495
2L,8947001,0.830193
2L,8948001,0.829779
2L,8949001,0.829159
2L,8950001,0.828316
2L,8951001,0.827247
2L,8952001,0.825944
2L,8953001,0.824397
2L,8954001,0.822708
2L,8955001,0.821354
2L,8956001,0.820151
2L,8957001,0.818679
2L,8958001,0.816896
2L,8959001,0.814823
2L,8960001,0.811625
2L,8961001,0.810501
2L,8962001,0.809645
2L,8963001,0.808995
2L,8964001,0.808578
2L,8965001,0.808335
2L,8966001,0.808287
2L,8967001,0.808448
2L,8968001,0.808708
2L,8969001,0.809101
2L,8970001,0.809683
2L,8971001,0.810320
2L,8972001,0.811135
2L,8973001,0.812069
2L,8974001,0.813024
2L,8975001,0.813890
2L,8976001,0.814659
2L,8977001,0.815330
2L,8978001,0.815955
2L,8979001,0.816701
2L,8980001,0.816481
2L,8981001,0.817218
2L,8982001,0.817956
2L,8983001,0.818608
2L,8984001,0.819174
2L,8985001,0.819653
2L,8986001,0.820062
2L,8987001,0.820550
2L,8988001,0.821060
2L,8989001,0.821508
2L,8990001,0.821891
2L,8991001,0.822190
2L,8992001,0.822444
2L,8993001,0.822795
2L,8994001,0.823173
2L,8995001,0.823625
2L,8996001,0.824291
2L,8997001,0.825176
2L,8998001,0.826194
2L,8999001,0.827427
2L,9000001,0.828372
2L,9001001,0.829521
2L,9002001,0.830601
2L,9003001,0.831612
2L,9004001,0.832558
2L,9005001,0.833441
2L,9006001,0.834261
2L,9007001,0.835021
2L,9008001,0.835720
2L,9009001,0.836361
2L,9010001,0.836945
2L,9011001,0.837566
2L,9012001,0.838235
2L,9013001,0.839038
2L,9014001,0.840063
2L,9015001,0.841089
2L,9016001,0.842064
2L,9017001,0.842990
2L,9018001,0.843870
2L,9019001,0.844705
2L,9020001,0.845910
2L,9021001,0.846533
2L,9022001,0.847114
2L,9023001,0.847654
2L,9024001,0.848165
2L,9025001,0.848835
2L,9026001,0.849626
2L,9027001,0.850383
2L,9028001,0.851106
2L,9029001,0.851795
2L,9030001,0.852453
2L,9031001,0.853080
2L,9032001,0.853677
2L,9033001,0.854246
2L,9034001,0.854788
2L,9035001,0.855303
2L,9036001,0.855792
2L,9037001,0.856255
2L,9038001,0.856695
2L,9039001,0.857110
2L,9040001,0.860873
2L,9041001,0.861071
2L,9042001,0.861239
2L,9043001,0.861376
2L,9044001,0.861483
2L,9045001,0.861559
2L,9046001,0.861606
2L,9047001,0.861623
2L,9048001,0.861608
2L,9049001,0.861562
2L,9050001,0.861485
2L,9051001,0.861374
2L,9052001,0.861229
2L,9053001,0.861124
2L,9054001,0.861099
2L,9055001,0.861091
2L,9056001,0.861147
2L,9057001,0.861172
2L,9058001,0.861159
2L,9059001,0.861118
2L,9060001,0.867492
2L,9061001,0.867429
2L,9062001,0.867372
2L,9063001,0.867317
2L,9064001,0.867221
2L,9065001,0.867075
2L,9066001,0.866941
2L,9067001,0.866897
2L,9068001,0.866812
2L,9069001,0.866679
2L,9070001,0.866497
2L,9071001,0.866266
2L,9072001,0.865985
2L,9073001,0.865653
2L,9074001,0.865268
2L,9075001,0.864827
2L,9076001,0.864326
2L,9077001,0.863810
2L,9078001,0.863542
2L,9079001,0.863293
2L,9080001,0.867866
2L,9081001,0.867428
2L,9082001,0.866916
2L,9083001,0.866327
2L,9084001,0.865682
2L,9085001,0.865009
2L,9086001,0.864341
2L,9087001,0.864004
2L,9088001,0.864189
2L,9089001,0.864895
2L,9090001,0.865796
2L,9091001,0.866618
2L,9092001,0.867359
2L,9093001,0.868023
2L,9094001,0.868617
2L,9095001,0.869144
2L,9096001,0.869608
2L,9097001,0.870015
2L,9098001,0.870511
2L,9099001,0.871041
2L,9100001,0.874101
2L,9101001,0.874460
2L,9102001,0.874770
2L,9103001,0.875034
2L,9104001,0.875251
2L,9105001,0.875424
2L,9106001,0.875552
2L,9107001,0.875635
2L,9108001,0.875673
2L,9109001,0.875666
2L,9110001,0.875610
2L,9111001,0.875507
2L,9112001,0.875508
2L,9113001,0.875881
2L,9114001,0.876360
2L,9115001,0.876794
2L,9116001,0.877184
2L,9117001,0.877534
2L,9118001,0.877845
2L,9119001,0.878118
2L,9120001,0.880141
2L,9121001,0.880327
2L,9122001,0.880480
2L,9123001,0.880599
2L,9124001,0.880686
2L,9125001,0.880739
2L,9126001,0.880758
2L,9127001,0.880829
2L,9128001,0.881061
2L,9129001,0.881270
2L,9130001,0.881448
2L,9131001,0.881594
2L,9132001,0.881710
2L,9133001,0.881797
2L,9134001,0.881854
2L,9135001,0.881931
2L,9136001,0.882099
2L,9137001,0.882244
2L,9138001,0.882361
2L,9139001,0.882452
2L,9140001,0.882757
2L,9141001,0.882773
2L,9142001,0.882763
2L,9143001,0.882726
2L,9144001,0.882662
2L,9145001,0.882570
2L,9146001,0.882450
2L,9147001,0.882300
2L,9148001,0.882121
2L,9149001,0.881930
2L,9150001,0.881715
2L,9151001,0.881468
2L,9152001,0.881197
2L,9153001,0.880887
2L,9154001,0.880538
2L,9155001,0.880195
2L,9156001,0.879828
2L,9157001,0.879457
2L,9158001,0.879041
2L,9159001,0.878564
2L,9160001,0.877212
2L,9161001,0.876556
2L,9162001,0.876262
2L,9163001,0.876332
2L,9164001,0.876484
2L,9165001,0.876871
2L,9166001,0.877550
2L,9167001,0.878372
2L,9168001,0.879134
2L,9169001,0.879838
2L,9170001,0.880490
2L,9171001,0.881095
2L,9172001,0.881656
2L,9173001,0.882179
2L,9174001,0.882666
2L,9175001,0.883121
2L,9176001,0.883546
2L,9177001,0.883943
2L,9178001,0.884315
2L,9179001,0.884664
2L,9180001,0.883228
2L,9181001,0.883390
2L,9182001,0.883531
2L,9183001,0.883651
2L,9184001,0.883751
2L,9185001,0.883832
2L,9186001,0.883895
2L,9187001,0.883939
2L,9188001,0.883967
2L,9189001,0.883977
2L,9190001,0.883971
2L,9191001,0.883949
2L,9192001,0.883924
2L,9193001,0.883889
2L,9194001,0.883838
2L,9195001,0.883772
2L,9196001,0.883691
2L,9197001,0.883594
2L,9198001,0.883481
2L,9199001,0.883354
2L,9200001,0.880375
2L,9201001,0.880202
2L,9202001,0.880014
2L,9203001,0.879809
2L,9204001,0.879587
2L,9205001,0.879349
2L,9206001,0.879092
2L,9207001,0.878818
2L,9208001,0.878525
2L,9209001,0.878213
2L,9210001,0.877880
2L,9211001,0.877526
2L,9212001,0.877150
2L,9213001,0.876750
2L,9214001,0.876326
2L,9215001,0.875876
2L,9216001,0.875399
2L,9217001,0.874893
2L,9218001,0.874356
2L,9219001,0.873786
2L,9220001,0.866452
2L,9221001,0.865780
2L,9222001,0.865067
2L,9223001,0.864310
2L,9224001,0.863507
2L,9225001,0.862652
2L,9226001,0.861743
2L,9227001,0.860773
2L,9228001,0.859740
2L,9229001,0.858635
2L,9230001,0.857454
2L,9231001,0.856188
2L,9232001,0.854830
2L,9233001,0.853369
2L,9234001,0.851907
2L,9235001,0.850661
2L,9236001,0.849382
2L,9237001,0.847960
2L,9238001,0.846382
2L,9239001,0.844762
2L,9240001,0.832931
2L,9241001,0.832534
2L,9242001,0.832378
2L,9243001,0.832493
2L,9244001,0.832810
2L,9245001,0.833204
2L,9246001,0.833647
2L,9247001,0.834059
2L,9248001,0.834422
2L,9249001,0.834736
2L,9250001,0.835022
2L,9251001,0.835414
2L,9252001,0.835912
2L,9253001,0.836548
2L,9254001,0.837218
2L,9255001,0.838009
2L,9256001,0.838793
2L,9257001,0.839539
2L,9258001,0.840248
2L,9259001,0.840922
2L,9260001,0.834675
2L,9261001,0.834699
2L,9262001,0.834722
2L,9263001,0.834745
2L,9264001,0.834768
2L,9265001,0.834790
2L,9266001,0.834812
2L,9267001,0.834834
2L,9268001,0.834855
2L,9269001,0.834875
2L,9270001,0.834896
2L,9271001,0.834915
2L,9272001,0.834935
2L,9273001,0.834957
2L,9274001,0.834979
2L,9275001,0.835001
2L,9276001,0.835022
2L,9277001,0.835043
2L,9278001,0.835064
2L,9279001,0.835084
2L,9280001,0.833082
2L,9281001,0.833074
2L,9282001,0.833065
2L,9283001,0.833055
2L,9284001,0.833045
2L,9285001,0.833035
2L,9286001,0.833024
2L,9287001,0.833012
2L,9288001,0.833000
2L,9289001,0.832988
2L,9290001,0.832975
2L,9291001,0.832965
2L,9292001,0.832968
2L,9293001,0.832972
2L,9294001,0.832976
2L,9295001,0.832979
2L,9296001,0.832982
2L,9297001,0.832984
2L,9298001,0.832985
2L,9299001,0.832986
2L,9300001,0.834352
2L,9301001,0.834336
2L,9302001,0.834321
2L,9303001,0.834304
2L,9304001,0.834287
2L,9305001,0.834270
2L,9306001,0.834252
2L,9307001,0.834233
2L,9308001,0.834214
2L,9309001,0.834195
2L,9310001,0.834175
2L,9311001,0.834154
2L,9312001,0.834133
2L,9313001,0.834111
2L,9314001,0.834089
2L,9315001,0.834066
2L,9316001,0.834043
2L,9317001,0.834020
2L,9318001,0.833995
2L,9319001,0.833971
2L,9320001,0.832088
2L,9321001,0.832009
2L,9322001,0.831930
2L,9323001,0.831851
2L,9324001,0.831771
2L,9325001,0.831691
2L,9326001,0.831610
2L,9327001,0.831529
2L,9328001,0.831455
2L,9329001,0.831405
2L,9330001,0.831376
2L,9331001,0.831352
2L,9332001,0.831332
2L,9333001,0.831313
2L,9334001,0.831293
2L,9335001,0.831272
2L,9336001,0.831251
2L,9337001,0.831230
2L,9338001,0.831211
2L,9339001,0.831202
2L,9340001,0.836490
2L,9341001,0.836677
2L,9342001,0.836852
2L,9343001,0.837042
2L,9344001,0.837446
2L,9345001,0.837932
2L,9346001,0.838382
2L,9347001,0.838794
2L,9348001,0.839171
2L,9349001,0.839516
2L,9350001,0.839893
2L,9351001,0.840349
2L,9352001,0.840812
2L,9353001,0.841244
2L,9354001,0.841648
2L,9355001,0.842024
2L,9356001,0.842373
2L,9357001,0.842696
2L,9358001,0.842994
2L,9359001,0.843267
2L,9360001,0.852812
2L,9361001,0.852984
2L,9362001,0.853074
2L,9363001,0.853084
2L,9364001,0.853014
2L,9365001,0.852865
2L,9366001,0.852636
2L,9367001,0.852328
2L,9368001,0.852126
2L,9369001,0.852034
2L,9370001,0.851861
2L,9371001,0.851604
2L,9372001,0.851260
2L,9373001,0.850922
2L,9374001,0.850773
2L,9375001,0.850609
2L,9376001,0.850371
2L,9377001,0.850040
2L,9378001,0.849711
2L,9379001,0.849381
2L,9380001,0.855663
2L,9381001,0.855727
2L,9382001,0.856042
2L,9383001,0.856296
2L,9384001,0.856457
2L,9385001,0.856591
2L,9386001,0.856656
2L,9387001,0.856631
2L,9388001,0.856564
2L,9389001,0.856432
2L,9390001,0.856332
2L,9391001,0.856630
2L,9392001,0.857125
2L,9393001,0.857540
2L,9394001,0.857871
2L,9395001,0.858120
2L,9396001,0.858291
2L,9397001,0.858442
2L,9398001,0.858781
2L,9399001,0.859090
2L,9400001,0.863055
2L,9401001,0.863131
2L,9402001,0.863142
2L,9403001,0.863090
2L,9404001,0.862977
2L,9405001,0.862802
2L,9406001,0.862582
2L,9407001,0.862312
2L,9408001,0.861978
2L,9409001,0.861580
2L,9410001,0.861118
2L,9411001,0.860588
2L,9412001,0.859988
2L,9413001,0.859316
2L,9414001,0.858567
2L,9415001,0.857739
2L,9416001,0.856825
2L,9417001,0.855821
2L,9418001,0.854721
2L,9419001,0.853516
2L,9420001,0.855323
2L,9421001,0.853920
2L,9422001,0.852426
2L,9423001,0.850820
2L,9424001,0.849440
2L,9425001,0.848514
2L,9426001,0.847937
2L,9427001,0.847426
2L,9428001,0.847136
2L,9429001,0.847036
2L,9430001,0.847106
2L,9431001,0.847276
2L,9432001,0.847432
2L,9433001,0.847857
2L,9434001,0.848726
2L,9435001,0.849923
2L,9436001,0.851295
2L,9437001,0.852960
2L,9438001,0.854600
2L,9439001,0.856104
2L,9440001,0.861379
2L,9441001,0.863661
2L,9442001,0.865751
2L,9443001,0.867630
2L,9444001,0.869321
2L,9445001,0.870846
2L,9446001,0.872220
2L,9447001,0.873458
2L,9448001,0.874570
2L,9449001,0.875568
2L,9450001,0.876457
2L,9451001,0.877245
2L,9452001,0.877936
2L,9453001,0.878533
2L,9454001,0.879038
2L,9455001,0.879451
2L,9456001,0.879773
2L,9457001,0.879999
2L,9458001,0.880126
2L,9459001,0.880147
2L,9460001,0.883379
2L,9461001,0.883545
2L,9462001,0.884649
2L,9463001,0.886002
2L,9464001,0.887182
2L,9465001,0.888212
2L,9466001,0.889115
2L,9467001,0.889909
2L,9468001,0.890608
2L,9469001,0.891222
2L,9470001,0.891761
2L,9471001,0.892232
2L,9472001,0.892640
2L,9473001,0.892990
2L,9474001,0.893286
2L,9475001,0.893530
2L,9476001,0.893725
2L,9477001,0.893872
2L,9478001,0.893972
2L,9479001,0.894026
2L,9480001,0.895609
2L,9481001,0.895498
2L,9482001,0.895334
2L,9483001,0.895116
2L,9484001,0.894840
2L,9485001,0.894502
2L,9486001,0.894097
2L,9487001,0.893617
2L,9488001,0.893052
2L,9489001,0.892391
2L,9490001,0.891618
2L,9491001,0.890712
2L,9492001,0.889818
2L,9493001,0.889586
2L,9494001,0.889557
2L,9495001,0.889756
2L,9496001,0.889850
2L,9497001,0.889803
2L,9498001,0.889623
2L,9499001,0.889314
2L,9500001,0.889941
2L,9501001,0.889202
2L,9502001,0.888318
2L,9503001,0.887272
2L,9504001,0.886441
2L,9505001,0.886301
2L,9506001,0.886098
2L,9507001,0.885723
2L,9508001,0.885182
2L,9509001,0.884477
2L,9510001,0.883602
2L,9511001,0.882547
2L,9512001,0.881296
2L,9513001,0.879823
2L,9514001,0.878096
2L,9515001,0.876131
2L,9516001,0.874508
2L,9517001,0.873716
2L,9518001,0.873647
2L,9519001,0.874225
2L,9520001,0.875032
2L,9521001,0.875513
2L,9522001,0.875712
2L,9523001,0.875652
2L,9524001,0.875346
2L,9525001,0.874799
2L,9526001,0.874006
2L,9527001,0.872955
2L,9528001,0.871650
2L,9529001,0.870664
2L,9530001,0.870016
2L,9531001,0.869072
2L,9532001,0.867791
2L,9533001,0.866163
2L,9534001,0.864301
2L,9535001,0.862349
2L,9536001,0.861017
2L,9537001,0.860357
2L,9538001,0.860259
2L,9539001,0.860401
2L,9540001,0.858806
2L,9541001,0.858483
2L,9542001,0.858365
2L,9543001,0.858105
2L,9544001,0.857930
2L,9545001,0.857907
2L,9546001,0.857791
2L,9547001,0.858164
2L,9548001,0.858575
2L,9549001,0.858661
2L,9550001,0.858548
2L,9551001,0.858359
2L,9552001,0.858221
2L,9553001,0.858750
2L,9554001,0.859820
2L,9555001,0.860918
2L,9556001,0.862118
2L,9557001,0.863204
2L,9558001,0.864105
2L,9559001,0.864779
2L,9560001,0.863190
2L,9561001,0.863390
2L,9562001,0.863465
2L,9563001,0.863414
2L,9564001,0.863238
2L,9565001,0.862934
2L,9566001,0.862497
2L,9567001,0.861922
2L,9568001,0.861199
2L,9569001,0.860319
2L,9570001,0.859268
2L,9571001,0.858045
2L,9572001,0.856962
2L,9573001,0.856292
2L,9574001,0.855767
2L,9575001,0.855732
2L,9576001,0.856169
2L,9577001,0.856668
2L,9578001,0.856945
2L,9579001,0.857186
2L,9580001,0.856695
2L,9581001,0.857436
2L,9582001,0.858409
2L,9583001,0.859211
2L,9584001,0.859825
2L,9585001,0.860260
2L,9586001,0.860521
2L,9587001,0.860612
2L,9588001,0.860531
2L,9589001,0.860280
2L,9590001,0.860173
2L,9591001,0.860622
2L,9592001,0.861269
2L,9593001,0.861766
2L,9594001,0.862102
2L,9595001,0.862281
2L,9596001,0.862304
2L,9597001,0.862171
2L,9598001,0.861878
2L,9599001,0.861569
2L,9600001,0.862674
2L,9601001,0.863238
2L,9602001,0.863730
2L,9603001,0.864069
2L,9604001,0.864264
2L,9605001,0.864316
2L,9606001,0.864227
2L,9607001,0.863996
2L,9608001,0.863620
2L,9609001,0.863099
2L,9610001,0.862430
2L,9611001,0.861942
2L,9612001,0.862017
2L,9613001,0.862361
2L,9614001,0.862572
2L,9615001,0.862655
2L,9616001,0.862767
2L,9617001,0.862815
2L,9618001,0.863026
2L,9619001,0.863160
2L,9620001,0.863965
2L,9621001,0.863786
2L,9622001,0.863912
2L,9623001,0.864166
2L,9624001,0.864284
2L,9625001,0.864409
2L,9626001,0.864570
2L,9627001,0.864603
2L,9628001,0.864512
2L,9629001,0.864298
2L,9630001,0.863964
2L,9631001,0.863507
2L,9632001,0.862927
2L,9633001,0.862219
2L,9634001,0.861379
2L,9635001,0.860399
2L,9636001,0.859272
2L,9637001,0.857986
2L,9638001,0.856530
2L,9639001,0.854887
2L,9640001,0.854333
2L,9641001,0.851705
2L,9642001,0.848975
2L,9643001,0.846629
2L,9644001,0.844743
2L,9645001,0.843366
2L,9646001,0.842402
2L,9647001,0.841760
2L,9648001,0.841536
2L,9649001,0.841699
2L,9650001,0.842239
2L,9651001,0.843185
2L,9652001,0.844536
2L,9653001,0.846367
2L,9654001,0.848625
2L,9655001,0.851282
2L,9656001,0.854223
2L,9657001,0.857223
2L,9658001,0.860167
2L,9659001,0.862836
2L,9660001,0.866916
2L,9661001,0.869364
2L,9662001,0.871570
2L,9663001,0.873563
2L,9664001,0.875370
2L,9665001,0.877011
2L,9666001,0.878504
2L,9667001,0.879864
2L,9668001,0.881105
2L,9669001,0.882236
2L,9670001,0.883268
2L,9671001,0.884208
2L,9672001,0.885064
2L,9673001,0.885840
2L,9674001,0.886543
2L,9675001,0.887176
2L,9676001,0.887743
2L,9677001,0.888246
2L,9678001,0.888688
2L,9679001,0.889071
2L,9680001,0.890199
2L,9681001,0.890387
2L,9682001,0.890519
2L,9683001,0.890592
2L,9684001,0.890608
2L,9685001,0.890563
2L,9686001,0.890455
2L,9687001,0.890282
2L,9688001,0.890039
2L,9689001,0.889721
2L,9690001,0.889322
2L,9691001,0.888834
2L,9692001,0.888247
2L,9693001,0.887549
2L,9694001,0.886724
2L,9695001,0.885754
2L,9696001,0.884639
2L,9697001,0.883916
2L,9698001,0.883620
2L,9699001,0.883141
2L,9700001,0.882666
2L,9701001,0.882186
2L,9702001,0.882223
2L,9703001,0.882374
2L,9704001,0.882606
2L,9705001,0.882639
2L,9706001,0.882456
2L,9707001,0.882140
2L,9708001,0.881666
2L,9709001,0.881222
2L,9710001,0.881453
2L,9711001,0.882388
2L,9712001,0.883293
2L,9713001,0.883991
2L,9714001,0.884502
2L,9715001,0.884837
2L,9716001,0.885003
2L,9717001,0.885021
2L,9718001,0.885233
2L,9719001,0.885640
2L,9720001,0.887643
2L,9721001,0.887691
2L,9722001,0.887601
2L,9723001,0.887519
2L,9724001,0.887388
2L,9725001,0.887121
2L,9726001,0.886717
2L,9727001,0.886274
2L,9728001,0.885852
2L,9729001,0.885276
2L,9730001,0.884724
2L,9731001,0.884520
2L,9732001,0.884191
2L,9733001,0.883921
2L,9734001,0.883955
2L,9735001,0.883849
2L,9736001,0.883584
2L,9737001,0.883397
2L,9738001,0.883207
2L,9739001,0.882858
2L,9740001,0.884053
2L,9741001,0.883268
2L,9742001,0.882314
2L,9743001,0.881841
2L,9744001,0.881572
2L,9745001,0.881065
2L,9746001,0.880314
2L,9747001,0.879307
2L,9748001,0.878224
2L,9749001,0.877797
2L,9750001,0.877897
2L,9751001,0.877866
2L,9752001,0.877574
2L,9753001,0.877029
2L,9754001,0.876234
2L,9755001,0.875181
2L,9756001,0.873856
2L,9757001,0.872232
2L,9758001,0.870277
2L,9759001,0.867953
2L,9760001,0.865656
2L,9761001,0.863788
2L,9762001,0.862511
2L,9763001,0.861396
2L,9764001,0.860349
2L,9765001,0.859697
2L,9766001,0.859346
2L,9767001,0.859374
2L,9768001,0.859862
2L,9769001,0.860348
2L,9770001,0.861206
2L,9771001,0.862329
2L,9772001,0.863710
2L,9773001,0.865614
2L,9774001,0.867881
2L,9775001,0.870720
2L,9776001,0.873335
2L,9777001,0.875531
2L,9778001,0.877365
2L,9779001,0.878879
2L,9780001,0.878250
2L,9781001,0.879150
2L,9782001,0.879786
2L,9783001,0.880391
2L,9784001,0.880907
2L,9785001,0.881152
2L,9786001,0.881116
2L,9787001,0.881010
2L,9788001,0.881501
2L,9789001,0.882040
2L,9790001,0.882238
2L,9791001,0.882347
2L,9792001,0.883261
2L,9793001,0.884970
2L,9794001,0.886586
2L,9795001,0.887927
2L,9796001,0.889022
2L,9797001,0.889940
2L,9798001,0.891101
2L,9799001,0.892422
2L,9800001,0.888789
2L,9801001,0.889760
2L,9802001,0.890615
2L,9803001,0.891438
2L,9804001,0.892151
2L,9805001,0.892746
2L,9806001,0.893243
2L,9807001,0.893771
2L,9808001,0.894480
2L,9809001,0.895215
2L,9810001,0.896043
2L,9811001,0.896794
2L,9812001,0.897467
2L,9813001,0.898069
2L,9814001,0.898607
2L,9815001,0.899085
2L,9816001,0.899607
2L,9817001,0.900135
2L,9818001,0.900612
2L,9819001,0.901057
2L,9820001,0.892387
2L,9821001,0.892607
2L,9822001,0.892781
2L,9823001,0.892909
2L,9824001,0.892989
2L,9825001,0.893046
2L,9826001,0.893252
2L,9827001,0.893462
2L,9828001,0.893629
2L,9829001,0.893757
2L,9830001,0.893849
2L,9831001,0.893907
2L,9832001,0.893932
2L,9833001,0.893926
2L,9834001,0.893888
2L,9835001,0.893818
2L,9836001,0.893717
2L,9837001,0.893583
2L,9838001,0.893416
2L,9839001,0.893212
2L,9840001,0.881835
2L,9841001,0.881266
2L,9842001,0.880669
2L,9843001,0.880041
2L,9844001,0.879381
2L,9845001,0.878686
2L,9846001,0.877955
2L,9847001,0.877185
2L,9848001,0.876374
2L,9849001,0.875518
2L,9850001,0.874615
2L,9851001,0.873662
2L,9852001,0.872655
2L,9853001,0.871588
2L,9854001,0.870459
2L,9855001,0.869262
2L,9856001,0.867991
2L,9857001,0.866639
2L,9858001,0.865200
2L,9859001,0.863666
2L,9860001,0.856892
2L,9861001,0.855959
2L,9862001,0.855001
2L,9863001,0.854015
2L,9864001,0.853001
2L,9865001,0.851958
2L,9866001,0.850884
2L,9867001,0.849779
2L,9868001,0.848640
2L,9869001,0.847468
2L,9870001,0.846281
2L,9871001,0.845060
2L,9872001,0.843800
2L,9873001,0.842498
2L,9874001,0.841152
2L,9875001,0.839761
2L,9876001,0.838323
2L,9877001,0.836834
2L,9878001,0.835293
2L,9879001,0.833696
2L,9880001,0.831018
2L,9881001,0.829193
2L,9882001,0.827301
2L,9883001,0.825341
2L,9884001,0.823307
2L,9885001,0.821195
2L,9886001,0.819002
2L,9887001,0.816722
2L,9888001,0.814382
2L,9889001,0.812154
2L,9890001,0.810090
2L,9891001,0.808145
2L,9892001,0.806400
2L,9893001,0.804852
2L,9894001,0.803328
2L,9895001,0.801695
2L,9896001,0.800106
2L,9897001,0.798652
2L,9898001,0.797226
2L,9899001,0.795989
2L,9900001,0.794178
2L,9901001,0.793386
2L,9902001,0.792831
2L,9903001,0.792459
2L,9904001,0.792126
2L,9905001,0.791930
2L,9906001,0.791742
