Chromosome,Start,B
2L,21439001,0.000000
2L,21440001,0.000000
2L,21441001,0.000000
2L,21442001,0.000055
2L,21443001,0.000871
2L,21444001,0.004023
2L,21445001,0.009804
2L,21446001,0.016368
2L,21447001,0.020976
2L,21448001,0.021118
2L,21449001,0.015286
2L,21450001,0.005100
2L,21451001,0.000066
2L,21452001,0.000019
2L,21453001,0.000031
2L,21454001,0.000035
2L,21455001,0.000696
2L,21456001,0.000045
2L,21457001,0.000016
2L,21458001,0.000042
2L,21459001,0.000051
2L,21460001,0.017725
2L,21461001,0.004391
2L,21462001,0.002736
2L,21463001,0.005056
2L,21464001,0.003059
2L,21465001,0.042804
2L,21466001,0.008884
2L,21467001,0.003298
2L,21468001,0.005887
2L,21469001,0.003251
2L,21470001,0.044470
2L,21471001,0.011381
2L,21472001,0.003310
2L,21473001,0.006031
2L,21474001,0.003457
2L,21475001,0.043583
2L,21476001,0.013737
2L,21477001,0.003281
2L,21478001,0.005857
2L,21479001,0.003804
2L,21480001,0.045139
2L,21481001,0.017389
2L,21482001,0.003534
2L,21483001,0.005949
2L,21484001,0.004727
2L,21485001,0.046768
2L,21486001,0.028555
2L,21487001,0.003516
2L,21488001,0.003708
2L,21489001,0.006760
2L,21490001,0.033612
2L,21491001,0.029840
2L,21492001,0.003455
2L,21493001,0.003069
2L,21494001,0.007334
2L,21495001,0.030699
2L,21496001,0.032824
2L,21497001,0.003440
2L,21498001,0.002551
2L,21499001,0.007834
2L,21500001,0.027400
2L,21501001,0.035405
2L,21502001,0.003452
2L,21503001,0.002089
2L,21504001,0.007988
2L,21505001,0.024165
2L,21506001,0.038611
2L,21507001,0.003254
2L,21508001,0.001942
2L,21509001,0.007931
2L,21510001,0.021658
2L,21511001,0.041400
2L,21512001,0.003076
2L,21513001,0.002044
2L,21514001,0.007661
2L,21515001,0.019364
2L,21516001,0.044103
2L,21517001,0.002785
2L,21518001,0.002273
2L,21519001,0.007081
2L,21520001,0.012235
2L,21521001,0.023439
2L,21522001,0.002654
2L,21523001,0.001783
2L,21524001,0.006268
2L,21525001,0.017872
2L,21526001,0.017264
2L,21527001,0.002769
2L,21528001,0.003421
2L,21529001,0.005006
2L,21530001,0.025158
2L,21531001,0.011429
2L,21532001,0.003057
2L,21533001,0.005694
2L,21534001,0.003838
2L,21535001,0.044880
2L,21536001,0.018066
2L,21537001,0.004388
2L,21538001,0.018717
2L,21539001,0.137417
2L,21540001,0.004712
2L,21541001,0.000777
2L,21542001,0.007085
2L,21543001,0.012106
2L,21544001,0.014722
2L,21545001,0.016147
2L,21546001,0.016857
2L,21547001,0.017058
2L,21548001,0.016845
2L,21549001,0.016252
2L,21550001,0.015284
2L,21551001,0.013924
2L,21552001,0.012150
2L,21553001,0.009953
2L,21554001,0.007386
2L,21555001,0.004636
2L,21556001,0.002134
2L,21557001,0.000518
2L,21558001,0.000028
2L,21559001,0.000000
2L,21560001,0.000000
2L,21561001,0.000000
2L,21562001,0.000000
2L,21563001,0.000000
2L,21564001,0.000000
2L,21565001,0.000000
2L,21566001,0.000000
2L,21567001,0.000000
2L,21568001,0.000000
2L,21569001,0.000000
2L,21570001,0.000000
2L,21571001,0.000000
2L,21572001,0.000000
2L,21573001,0.000000
2L,21574001,0.000000
2L,21575001,0.000000
2L,21576001,0.000000
2L,21577001,0.000000
2L,21578001,0.000000
2L,21579001,0.000000
2L,21580001,0.000000
2L,21581001,0.000000
2L,21582001,0.000000
2L,21583001,0.000000
2L,21584001,0.000000
2L,21585001,0.000000
2L,21586001,0.000000
2L,21587001,0.000000
2L,21588001,0.000000
2L,21589001,0.000000
2L,21590001,0.000000
2L,21591001,0.000000
2L,21592001,0.000000
2L,21593001,0.000000
2L,21594001,0.000000
2L,21595001,0.000000
2L,21596001,0.000000
2L,21597001,0.000000
2L,21598001,0.000000
2L,21599001,0.000000
2L,21600001,0.000000
2L,21601001,0.000000
2L,21602001,0.000000
2L,21603001,0.000000
2L,21604001,0.000000
2L,21605001,0.000000
2L,21606001,0.000000
2L,21607001,0.000000
2L,21608001,0.000000
2L,21609001,0.000000
2L,21610001,0.000000
2L,21611001,0.000000
2L,21612001,0.000000
2L,21613001,0.000000
2L,21614001,0.000000
2L,21615001,0.000000
2L,21616001,0.000000
2L,21617001,0.000000
2L,21618001,0.000000
2L,21619001,0.000000
2L,21620001,0.000000
2L,21621001,0.000000
2L,21622001,0.000000
2L,21623001,0.000000
2L,21624001,0.000000
2L,21625001,0.000000
2L,21626001,0.000000
2L,21627001,0.000000
2L,21628001,0.000000
2L,21629001,0.000000
2L,21630001,0.000000
2L,21631001,0.000000
2L,21632001,0.000000
2L,21633001,0.000000
2L,21634001,0.000000
2L,21635001,0.000000
2L,21636001,0.000000
2L,21637001,0.000000
2L,21638001,0.000000
2L,21639001,0.000000
2L,21640001,0.000000
2L,21641001,0.000000
2L,21642001,0.000000
2L,21643001,0.000000
2L,21644001,0.000000
2L,21645001,0.000000
2L,21646001,0.000000
2L,21647001,0.000000
2L,21648001,0.000000
2L,21649001,0.000000
2L,21650001,0.000000
2L,21651001,0.000000
2L,21652001,0.000000
2L,21653001,0.000000
2L,21654001,0.000000
2L,21655001,0.000000
2L,21656001,0.000000
2L,21657001,0.000000
2L,21658001,0.000000
2L,21659001,0.000000
2L,21660001,0.000000
2L,21661001,0.000000
2L,21662001,0.000000
2L,21663001,0.000000
2L,21664001,0.000000
2L,21665001,0.000000
2L,21666001,0.000000
2L,21667001,0.000000
2L,21668001,0.000000
2L,21669001,0.000000
2L,21670001,0.000000
2L,21671001,0.000000
2L,21672001,0.000000
2L,21673001,0.000000
2L,21674001,0.000000
2L,21675001,0.000000
2L,21676001,0.000000
2L,21677001,0.000000
2L,21678001,0.000000
2L,21679001,0.000000
2L,21680001,0.000000
2L,21681001,0.000000
2L,21682001,0.000000
2L,21683001,0.000000
2L,21684001,0.000000
2L,21685001,0.000000
2L,21686001,0.000000
2L,21687001,0.000000
2L,21688001,0.000000
2L,21689001,0.000000
2L,21690001,0.000000
2L,21691001,0.000000
2L,21692001,0.000000
2L,21693001,0.000000
2L,21694001,0.000000
2L,21695001,0.000000
2L,21696001,0.000000
2L,21697001,0.000000
2L,21698001,0.000000
2L,21699001,0.000000
2L,21700001,0.000000
2L,21701001,0.000000
2L,21702001,0.000000
2L,21703001,0.000000
2L,21704001,0.000000
2L,21705001,0.000000
2L,21706001,0.000000
2L,21707001,0.000000
2L,21708001,0.000000
2L,21709001,0.000000
2L,21710001,0.000000
2L,21711001,0.000000
2L,21712001,0.000000
2L,21713001,0.000000
2L,21714001,0.000000
2L,21715001,0.000000
2L,21716001,0.000000
2L,21717001,0.000000
2L,21718001,0.000000
2L,21719001,0.000000
2L,21720001,0.000000
2L,21721001,0.000000
2L,21722001,0.000000
2L,21723001,0.000000
2L,21724001,0.000000
2L,21725001,0.000000
2L,21726001,0.000000
2L,21727001,0.000000
2L,21728001,0.000000
2L,21729001,0.000000
2L,21730001,0.000000
2L,21731001,0.000000
2L,21732001,0.000000
2L,21733001,0.000000
2L,21734001,0.000000
2L,21735001,0.000000
2L,21736001,0.000000
2L,21737001,0.000000
2L,21738001,0.000000
2L,21739001,0.000000
2L,21740001,0.000000
2L,21741001,0.000000
2L,21742001,0.000000
2L,21743001,0.000000
2L,21744001,0.000000
2L,21745001,0.000000
2L,21746001,0.000000
2L,21747001,0.000000
2L,21748001,0.000000
2L,21749001,0.000000
2L,21750001,0.000000
2L,21751001,0.000000
2L,21752001,0.000000
2L,21753001,0.000000
2L,21754001,0.000000
2L,21755001,0.000000
2L,21756001,0.000000
2L,21757001,0.000000
2L,21758001,0.000000
2L,21759001,0.000000
2L,21760001,0.000000
2L,21761001,0.000000
2L,21762001,0.000000
2L,21763001,0.000000
2L,21764001,0.000000
2L,21765001,0.000000
2L,21766001,0.000000
2L,21767001,0.000000
2L,21768001,0.000000
2L,21769001,0.000000
2L,21770001,0.000000
2L,21771001,0.000000
2L,21772001,0.000000
2L,21773001,0.000000
2L,21774001,0.000000
2L,21775001,0.000000
2L,21776001,0.000000
2L,21777001,0.000000
2L,21778001,0.000000
2L,21779001,0.000000
2L,21780001,0.000000
2L,21781001,0.000000
2L,21782001,0.000000
2L,21783001,0.000000
2L,21784001,0.000000
2L,21785001,0.000000
2L,21786001,0.000000
2L,21787001,0.000000
2L,21788001,0.000000
2L,21789001,0.000000
2L,21790001,0.000000
2L,21791001,0.000000
2L,21792001,0.000000
2L,21793001,0.000000
2L,21794001,0.000000
2L,21795001,0.000000
2L,21796001,0.000000
2L,21797001,0.000000
2L,21798001,0.000000
2L,21799001,0.000000
2L,21800001,0.000000
2L,21801001,0.000000
2L,21802001,0.000000
2L,21803001,0.000000
2L,21804001,0.000000
2L,21805001,0.000000
2L,21806001,0.000000
2L,21807001,0.000000
2L,21808001,0.000000
2L,21809001,0.000000
2L,21810001,0.000000
2L,21811001,0.000000
2L,21812001,0.000000
2L,21813001,0.000000
2L,21814001,0.000000
2L,21815001,0.000000
2L,21816001,0.000000
2L,21817001,0.000000
2L,21818001,0.000000
2L,21819001,0.000000
2L,21820001,0.000000
2L,21821001,0.000000
2L,21822001,0.000000
2L,21823001,0.000000
2L,21824001,0.000000
2L,21825001,0.000000
2L,21826001,0.000000
2L,21827001,0.000000
2L,21828001,0.000000
2L,21829001,0.000000
2L,21830001,0.000000
2L,21831001,0.000000
2L,21832001,0.000000
2L,21833001,0.000000
2L,21834001,0.000000
2L,21835001,0.000000
2L,21836001,0.000000
2L,21837001,0.000000
2L,21838001,0.000000
2L,21839001,0.000000
2L,21840001,0.000000
2L,21841001,0.000000
2L,21842001,0.000000
2L,21843001,0.000000
2L,21844001,0.000000
2L,21845001,0.000000
2L,21846001,0.000000
2L,21847001,0.000000
2L,21848001,0.000000
2L,21849001,0.000000
2L,21850001,0.000000
2L,21851001,0.000000
2L,21852001,0.000000
2L,21853001,0.000000
2L,21854001,0.000000
2L,21855001,0.000000
2L,21856001,0.000000
2L,21857001,0.000000
2L,21858001,0.000000
2L,21859001,0.000000
2L,21860001,0.000000
2L,21861001,0.000000
2L,21862001,0.000000
2L,21863001,0.000000
2L,21864001,0.000000
2L,21865001,0.000000
2L,21866001,0.000000
2L,21867001,0.000000
2L,21868001,0.000000
2L,21869001,0.000000
2L,21870001,0.000000
2L,21871001,0.000000
2L,21872001,0.000000
2L,21873001,0.000000
2L,21874001,0.000000
2L,21875001,0.000000
2L,21876001,0.000000
2L,21877001,0.000000
2L,21878001,0.000000
2L,21879001,0.000000
2L,21880001,0.000000
2L,21881001,0.000000
2L,21882001,0.000000
2L,21883001,0.000000
2L,21884001,0.000000
2L,21885001,0.000000
2L,21886001,0.000000
2L,21887001,0.000000
2L,21888001,0.000000
2L,21889001,0.000000
2L,21890001,0.000000
2L,21891001,0.000000
2L,21892001,0.000000
2L,21893001,0.000000
2L,21894001,0.000000
2L,21895001,0.000000
2L,21896001,0.000000
2L,21897001,0.000000
2L,21898001,0.000000
2L,21899001,0.000000
2L,21900001,0.000000
2L,21901001,0.000000
2L,21902001,0.000000
2L,21903001,0.000000
2L,21904001,0.000000
2L,21905001,0.000000
2L,21906001,0.000000
2L,21907001,0.000000
2L,21908001,0.000000
2L,21909001,0.000000
2L,21910001,0.000000
2L,21911001,0.000000
2L,21912001,0.000000
2L,21913001,0.000000
2L,21914001,0.000000
2L,21915001,0.000000
2L,21916001,0.000000
2L,21917001,0.000000
2L,21918001,0.000000
2L,21919001,0.000000
2L,21920001,0.000000
2L,21921001,0.000000
2L,21922001,0.000000
2L,21923001,0.000000
2L,21924001,0.000000
2L,21925001,0.000000
2L,21926001,0.000000
2L,21927001,0.000000
2L,21928001,0.000000
2L,21929001,0.000000
2L,21930001,0.000000
2L,21931001,0.000000
2L,21932001,0.000000
2L,21933001,0.000000
2L,21934001,0.000000
2L,21935001,0.000000
2L,21936001,0.000000
2L,21937001,0.000000
2L,21938001,0.000000
2L,21939001,0.000000
2L,21940001,0.000000
2L,21941001,0.000000
2L,21942001,0.000000
2L,21943001,0.000000
2L,21944001,0.000000
2L,21945001,0.000000
2L,21946001,0.000000
2L,21947001,0.000000
2L,21948001,0.000000
2L,21949001,0.000000
2L,21950001,0.000000
2L,21951001,0.000000
2L,21952001,0.000000
2L,21953001,0.000000
2L,21954001,0.000000
2L,21955001,0.000000
2L,21956001,0.000000
2L,21957001,0.000000
2L,21958001,0.000000
2L,21959001,0.000000
2L,21960001,0.046924
2L,21961001,0.051395
2L,21962001,0.055195
2L,21963001,0.058385
2L,21964001,0.061022
2L,21965001,0.063158
2L,21966001,0.064833
2L,21967001,0.066077
2L,21968001,0.066908
2L,21969001,0.067329
2L,21970001,0.067328
2L,21971001,0.066871
2L,21972001,0.065896
2L,21973001,0.064294
2L,21974001,0.061880
2L,21975001,0.058326
2L,21976001,0.053003
2L,21977001,0.044498
2L,21978001,0.028707
2L,21979001,0.006687
2L,21980001,0.080590
2L,21981001,0.035487
2L,21982001,0.099719
2L,21983001,0.144654
2L,21984001,0.150899
2L,21985001,0.139385
2L,21986001,0.116261
2L,21987001,0.084655
2L,21988001,0.048594
2L,21989001,0.016518
2L,21990001,0.001254
2L,21991001,0.000000
2L,21992001,0.000004
2L,21993001,0.003277
2L,21994001,0.023589
2L,21995001,0.056888
2L,21996001,0.091330
2L,21997001,0.121196
2L,21998001,0.144911
2L,21999001,0.162573
2L,22000001,0.232576
2L,22001001,0.242220
2L,22002001,0.246194
2L,22003001,0.245052
2L,22004001,0.239166
2L,22005001,0.228750
2L,22006001,0.213900
2L,22007001,0.194641
2L,22008001,0.171007
2L,22009001,0.143168
2L,22010001,0.111672
2L,22011001,0.077876
2L,22012001,0.044661
2L,22013001,0.017270
2L,22014001,0.002481
2L,22015001,0.000008
2L,22016001,0.000000
2L,22017001,0.000093
2L,22018001,0.000895
2L,22019001,0.000618
2L,22020001,0.000019
2L,22021001,0.000000
2L,22022001,0.000000
2L,22023001,0.000001
2L,22024001,0.000888
2L,22025001,0.007878
2L,22026001,0.022074
2L,22027001,0.039047
2L,22028001,0.054601
2L,22029001,0.066146
2L,22030001,0.072346
2L,22031001,0.072645
2L,22032001,0.067006
2L,22033001,0.055894
2L,22034001,0.040513
2L,22035001,0.023303
2L,22036001,0.008453
2L,22037001,0.000925
2L,22038001,0.000000
2L,22039001,0.000002
2L,22040001,0.000000
2L,22041001,0.000000
2L,22042001,0.000000
2L,22043001,0.000000
2L,22044001,0.000004
2L,22045001,0.000042
2L,22046001,0.000137
2L,22047001,0.000257
2L,22048001,0.000345
2L,22049001,0.000363
2L,22050001,0.000308
2L,22051001,0.000207
2L,22052001,0.000101
2L,22053001,0.000024
2L,22054001,0.000005
2L,22055001,0.000003
2L,22056001,0.000000
2L,22057001,0.000000
2L,22058001,0.000000
2L,22059001,0.000000
2L,22060001,0.000000
2L,22061001,0.000000
2L,22062001,0.000000
2L,22063001,0.000000
2L,22064001,0.000000
2L,22065001,0.000000
2L,22066001,0.000000
2L,22067001,0.000000
2L,22068001,0.000000
2L,22069001,0.000000
2L,22070001,0.000000
2L,22071001,0.000000
2L,22072001,0.000000
2L,22073001,0.000000
2L,22074001,0.000000
2L,22075001,0.000000
2L,22076001,0.000000
2L,22077001,0.000000
2L,22078001,0.000000
2L,22079001,0.000000
2L,22080001,0.000000
2L,22081001,0.000000
2L,22082001,0.000000
2L,22083001,0.000000
2L,22084001,0.000000
2L,22085001,0.000000
2L,22086001,0.000000
2L,22087001,0.000000
2L,22088001,0.000000
2L,22089001,0.000000
2L,22090001,0.000000
2L,22091001,0.000000
2L,22092001,0.000000
2L,22093001,0.000000
2L,22094001,0.000000
2L,22095001,0.000000
2L,22096001,0.000000
2L,22097001,0.000000
2L,22098001,0.000000
2L,22099001,0.000000
2L,22100001,0.000000
2L,22101001,0.000000
2L,22102001,0.000000
2L,22103001,0.000000
2L,22104001,0.000000
2L,22105001,0.000000
2L,22106001,0.000000
2L,22107001,0.000000
2L,22108001,0.000000
2L,22109001,0.000000
2L,22110001,0.000000
2L,22111001,0.000000
2L,22112001,0.000000
2L,22113001,0.000000
2L,22114001,0.000000
2L,22115001,0.000000
2L,22116001,0.000000
2L,22117001,0.000000
2L,22118001,0.000000
2L,22119001,0.000000
2L,22120001,0.000000
2L,22121001,0.000000
2L,22122001,0.000000
2L,22123001,0.000000
2L,22124001,0.000000
2L,22125001,0.000000
2L,22126001,0.000000
2L,22127001,0.000000
2L,22128001,0.000000
2L,22129001,0.000000
2L,22130001,0.000000
2L,22131001,0.000000
2L,22132001,0.000000
2L,22133001,0.000000
2L,22134001,0.000000
2L,22135001,0.000000
2L,22136001,0.000000
2L,22137001,0.000000
2L,22138001,0.000000
2L,22139001,0.000000
2L,22140001,0.042990
2L,22141001,0.194310
2L,22142001,0.056038
2L,22143001,0.062130
2L,22144001,0.416446
2L,22145001,0.402728
2L,22146001,0.089168
2L,22147001,0.669840
2L,22148001,0.823257
2L,22149001,0.847578
2L,22150001,0.835817
2L,22151001,0.593408
2L,22152001,0.327517
2L,22153001,0.768631
2L,22154001,0.573749
2L,22155001,0.433514
2L,22156001,0.568820
2L,22157001,0.785299
2L,22158001,0.554715
2L,22159001,0.818916
2L,22160001,0.783204
2L,22161001,0.665180
2L,22162001,0.285577
2L,22163001,0.875575
2L,22164001,0.939011
2L,22165001,0.931489
2L,22166001,0.601927
2L,22167001,0.320243
2L,22168001,0.585207
2L,22169001,0.936551
2L,22170001,0.955344
2L,22171001,0.960493
2L,22172001,0.962513
2L,22173001,0.962779
2L,22174001,0.957754
2L,22175001,0.820425
2L,22176001,0.957369
2L,22177001,0.963799
2L,22178001,0.964338
2L,22179001,0.963417
2L,22180001,0.967228
2L,22181001,0.955919
2L,22182001,0.726451
2L,22183001,0.345051
2L,22184001,0.913221
2L,22185001,0.961786
2L,22186001,0.968119
2L,22187001,0.968934
2L,22188001,0.962827
2L,22189001,0.704498
2L,22190001,0.925620
2L,22191001,0.968275
2L,22192001,0.971372
2L,22193001,0.971343
2L,22194001,0.968372
2L,22195001,0.946455
2L,22196001,0.572732
2L,22197001,0.942026
2L,22198001,0.968419
2L,22199001,0.972605
2L,22200001,0.975897
2L,22201001,0.976468
2L,22202001,0.976740
2L,22203001,0.976848
2L,22204001,0.976839
2L,22205001,0.976720
2L,22206001,0.976464
2L,22207001,0.976002
2L,22208001,0.975171
2L,22209001,0.973562
2L,22210001,0.969881
2L,22211001,0.957725
2L,22212001,0.720661
2L,22213001,0.320002
2L,22214001,0.756100
2L,22215001,0.958841
2L,22216001,0.970235
2L,22217001,0.973800
2L,22218001,0.975402
2L,22219001,0.976261
2L,22220001,0.977688
2L,22221001,0.978014
2L,22222001,0.978230
2L,22223001,0.978377
2L,22224001,0.978476
2L,22225001,0.978540
2L,22226001,0.978576
2L,22227001,0.978589
2L,22228001,0.978578
2L,22229001,0.978543
2L,22230001,0.978480
2L,22231001,0.978381
2L,22232001,0.978232
2L,22233001,0.978006
2L,22234001,0.977654
2L,22235001,0.977071
2L,22236001,0.976004
2L,22237001,0.973692
2L,22238001,0.966733
2L,22239001,0.872143
2L,22240001,0.435219
2L,22241001,0.941802
2L,22242001,0.970876
2L,22243001,0.974554
2L,22244001,0.974905
2L,22245001,0.972624
2L,22246001,0.954658
2L,22247001,0.630849
2L,22248001,0.953231
2L,22249001,0.937038
2L,22250001,0.496548
2L,22251001,0.939859
2L,22252001,0.944020
2L,22253001,0.514818
2L,22254001,0.938523
2L,22255001,0.969101
2L,22256001,0.967153
2L,22257001,0.747334
2L,22258001,0.831490
2L,22259001,0.971765
2L,22260001,0.977013
2L,22261001,0.978480
2L,22262001,0.979107
2L,22263001,0.979448
2L,22264001,0.979660
2L,22265001,0.979803
2L,22266001,0.979907
2L,22267001,0.979984
2L,22268001,0.980044
2L,22269001,0.980091
2L,22270001,0.980130
2L,22271001,0.980162
2L,22272001,0.980188
2L,22273001,0.980211
2L,22274001,0.980230
2L,22275001,0.980247
2L,22276001,0.980262
2L,22277001,0.980274
2L,22278001,0.980286
2L,22279001,0.980296
2L,22280001,0.980540
2L,22281001,0.980547
2L,22282001,0.980554
2L,22283001,0.980560
2L,22284001,0.980566
2L,22285001,0.980571
2L,22286001,0.980576
2L,22287001,0.980580
2L,22288001,0.980584
2L,22289001,0.980587
2L,22290001,0.980591
2L,22291001,0.980594
2L,22292001,0.980596
2L,22293001,0.980599
2L,22294001,0.980601
2L,22295001,0.980604
2L,22296001,0.980606
2L,22297001,0.980608
2L,22298001,0.980609
2L,22299001,0.980611
2L,22300001,0.980699
2L,22301001,0.980698
2L,22302001,0.980698
2L,22303001,0.980697
2L,22304001,0.980696
2L,22305001,0.980694
2L,22306001,0.980693
2L,22307001,0.980691
2L,22308001,0.980689
2L,22309001,0.980687
2L,22310001,0.980684
2L,22311001,0.980681
2L,22312001,0.980677
2L,22313001,0.980673
2L,22314001,0.980669
2L,22315001,0.980664
2L,22316001,0.980658
2L,22317001,0.980651
2L,22318001,0.980643
2L,22319001,0.980633
2L,22320001,0.980425
2L,22321001,0.980406
2L,22322001,0.980377
2L,22323001,0.980315
2L,22324001,0.980087
2L,22325001,0.963804
2L,22326001,0.978556
2L,22327001,0.980160
2L,22328001,0.980263
2L,22329001,0.980278
2L,22330001,0.980268
2L,22331001,0.980247
2L,22332001,0.980218
2L,22333001,0.980181
2L,22334001,0.980136
2L,22335001,0.980080
2L,22336001,0.980012
2L,22337001,0.979926
2L,22338001,0.979819
2L,22339001,0.979681
2L,22340001,0.978177
2L,22341001,0.978069
2L,22342001,0.977941
2L,22343001,0.977791
2L,22344001,0.977610
2L,22345001,0.977392
2L,22346001,0.977125
2L,22347001,0.976792
2L,22348001,0.976368
2L,22349001,0.975817
2L,22350001,0.975074
2L,22351001,0.974023
2L,22352001,0.972393
2L,22353001,0.969123
2L,22354001,0.908749
2L,22355001,0.941554
2L,22356001,0.954337
2L,22357001,0.938797
2L,22358001,0.893775
2L,22359001,0.684498
2L,22360001,0.297638
2L,22361001,0.176957
2L,22362001,0.059793
2L,22363001,0.002357
2L,22364001,0.000464
2L,22365001,0.000039
2L,22366001,0.000000
2L,22367001,0.000001
2L,22368001,0.003054
2L,22369001,0.054407
2L,22370001,0.161259
2L,22371001,0.278429
2L,22372001,0.384306
2L,22373001,0.473595
2L,22374001,0.547063
2L,22375001,0.607139
2L,22376001,0.656358
2L,22377001,0.696911
2L,22378001,0.730567
2L,22379001,0.758716
2L,22380001,0.781625
2L,22381001,0.801757
2L,22382001,0.818979
2L,22383001,0.833811
2L,22384001,0.846666
2L,22385001,0.857874
2L,22386001,0.867700
2L,22387001,0.876358
2L,22388001,0.884025
2L,22389001,0.890843
2L,22390001,0.896932
2L,22391001,0.902392
2L,22392001,0.907306
2L,22393001,0.911743
2L,22394001,0.915762
2L,22395001,0.919415
2L,22396001,0.922744
2L,22397001,0.925786
2L,22398001,0.928572
2L,22399001,0.931132
2L,22400001,0.932108
2L,22401001,0.934278
2L,22402001,0.936284
2L,22403001,0.938142
2L,22404001,0.939866
2L,22405001,0.941468
2L,22406001,0.942961
2L,22407001,0.944353
2L,22408001,0.945653
2L,22409001,0.946870
2L,22410001,0.948010
2L,22411001,0.949079
2L,22412001,0.950084
2L,22413001,0.951029
2L,22414001,0.951919
2L,22415001,0.952758
2L,22416001,0.953550
2L,22417001,0.954298
2L,22418001,0.955006
2L,22419001,0.955676
2L,22420001,0.954227
2L,22421001,0.954828
2L,22422001,0.955398
2L,22423001,0.955940
2L,22424001,0.956455
2L,22425001,0.956946
2L,22426001,0.957413
2L,22427001,0.957859
2L,22428001,0.958284
2L,22429001,0.958690
2L,22430001,0.959078
2L,22431001,0.959449
2L,22432001,0.959804
2L,22433001,0.960143
2L,22434001,0.960469
2L,22435001,0.960781
2L,22436001,0.961080
2L,22437001,0.961367
2L,22438001,0.961642
2L,22439001,0.961907
2L,22440001,0.959956
2L,22441001,0.959956
2L,22442001,0.959956
2L,22443001,0.959956
2L,22444001,0.959956
2L,22445001,0.959956
2L,22446001,0.959956
2L,22447001,0.959956
2L,22448001,0.959956
2L,22449001,0.959956
2L,22450001,0.959956
2L,22451001,0.959956
2L,22452001,0.959956
2L,22453001,0.959956
2L,22454001,0.959956
2L,22455001,0.959956
2L,22456001,0.959956
2L,22457001,0.959956
2L,22458001,0.959956
2L,22459001,0.959956
2L,22460001,0.960151
2L,22461001,0.960000
2L,22462001,0.959843
2L,22463001,0.959680
2L,22464001,0.959511
2L,22465001,0.959335
2L,22466001,0.959151
2L,22467001,0.958960
2L,22468001,0.958761
2L,22469001,0.958553
2L,22470001,0.958336
2L,22471001,0.958110
2L,22472001,0.957874
2L,22473001,0.957627
2L,22474001,0.957368
2L,22475001,0.957098
2L,22476001,0.956814
2L,22477001,0.956517
2L,22478001,0.956206
2L,22479001,0.955879
2L,22480001,0.953577
2L,22481001,0.953120
2L,22482001,0.952639
2L,22483001,0.952133
2L,22484001,0.951600
2L,22485001,0.951038
2L,22486001,0.950446
2L,22487001,0.949821
2L,22488001,0.949160
2L,22489001,0.948460
2L,22490001,0.947719
2L,22491001,0.946933
2L,22492001,0.946099
2L,22493001,0.945211
2L,22494001,0.944267
2L,22495001,0.943261
2L,22496001,0.942187
2L,22497001,0.941039
2L,22498001,0.939809
2L,22499001,0.938491
2L,22500001,0.933942
2L,22501001,0.932413
2L,22502001,0.930766
2L,22503001,0.928987
2L,22504001,0.927063
2L,22505001,0.924976
2L,22506001,0.922709
2L,22507001,0.920239
2L,22508001,0.917542
2L,22509001,0.914588
2L,22510001,0.911345
2L,22511001,0.907772
2L,22512001,0.903824
2L,22513001,0.899446
2L,22514001,0.894573
2L,22515001,0.889128
2L,22516001,0.883016
2L,22517001,0.876125
2L,22518001,0.868317
2L,22519001,0.859420
2L,22520001,0.843981
2L,22521001,0.831933
2L,22522001,0.817987
2L,22523001,0.801718
2L,22524001,0.782577
2L,22525001,0.759843
2L,22526001,0.732557
2L,22527001,0.699429
2L,22528001,0.658696
2L,22529001,0.607923
2L,22530001,0.543720
2L,22531001,0.461410
2L,22532001,0.354885
2L,22533001,0.217993
2L,22534001,0.058739
2L,22535001,0.002668
2L,22536001,0.005210
2L,22537001,0.012264
2L,22538001,0.000372
2L,22539001,0.000001
2L,22540001,0.002922
2L,22541001,0.057359
2L,22542001,0.165387
2L,22543001,0.272256
2L,22544001,0.356651
2L,22545001,0.413899
2L,22546001,0.442195
2L,22547001,0.436154
2L,22548001,0.380417
2L,22549001,0.238602
2L,22550001,0.031697
2L,22551001,0.093137
2L,22552001,0.332877
2L,22553001,0.484562
2L,22554001,0.574639
2L,22555001,0.631539
2L,22556001,0.668998
2L,22557001,0.693981
2L,22558001,0.710251
2L,22559001,0.719918
2L,22560001,0.719806
2L,22561001,0.720321
2L,22562001,0.718428
2L,22563001,0.714137
2L,22564001,0.707367
2L,22565001,0.697953
2L,22566001,0.685636
2L,22567001,0.670051
2L,22568001,0.650709
2L,22569001,0.626973
2L,22570001,0.598025
2L,22571001,0.562826
2L,22572001,0.520086
2L,22573001,0.468255
2L,22574001,0.405606
2L,22575001,0.330582
2L,22576001,0.242838
2L,22577001,0.146109
2L,22578001,0.055315
2L,22579001,0.005092
2L,22580001,0.000001
2L,22581001,0.002452
2L,22582001,0.011264
2L,22583001,0.004656
2L,22584001,0.000014
2L,22585001,0.000485
2L,22586001,0.025298
2L,22587001,0.101941
2L,22588001,0.199015
2L,22589001,0.293207
2L,22590001,0.376560
2L,22591001,0.447758
2L,22592001,0.507805
2L,22593001,0.558315
2L,22594001,0.600893
2L,22595001,0.636943
2L,22596001,0.667628
2L,22597001,0.693897
2L,22598001,0.716512
2L,22599001,0.736086
2L,22600001,0.745178
2L,22601001,0.759566
2L,22602001,0.772149
2L,22603001,0.783193
